loan_id,age,gender,job_title,annual_income,loan_amount,loan_purpose,credit_score,number_of_dependents,applicant_statement,loan_status,sentiment,annual_income_safe,loan_to_income_ratio,dependents_bucket,risk_category,sentiment_risk,credit_risk,lti_risk,dependents_risk,purpose_risk,risk_score,risk_category_rules,risk_context
L1611,47,Male,Firefighter,95000,24000,Home,745,2,Financing a major upgrade to the home's outdoor drainage and irrigation.,1,Positive,95000,0.25263157894736843,1-2,Low,0,1,1,1,0,6,Medium,"Applicant statement: Financing a major upgrade to the home's outdoor drainage and irrigation.
credit_score: 745
annual_income: 95000
loan_amount: 24000
loan_to_income_ratio: 0.253
number_of_dependents: 2
loan_purpose: Home
sentiment: Positive"
L1612,32,Female,Social Worker,61000,17000,Education,692,1,Funding specialized training in conflict resolution for community services.,1,Positive,61000,0.2786885245901639,1-2,Medium,0,2,1,1,1,10,High,"Applicant statement: Funding specialized training in conflict resolution for community services.
credit_score: 692
annual_income: 61000
loan_amount: 17000
loan_to_income_ratio: 0.279
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1613,61,Male,Consultant,145000,26000,Personal,805,1,"Investment in a high-yield, short-term corporate bond offering.",1,Positive,145000,0.1793103448275862,1-2,Low,0,0,0,1,2,3,Low,"Applicant statement: Investment in a high-yield, short-term corporate bond offering.
credit_score: 805
annual_income: 145000
loan_amount: 26000
loan_to_income_ratio: 0.179
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1614,37,Female,Chef,71000,19000,Business,730,2,Need funds to purchase a commercial blast freezer for food preservation.,1,Neutral,71000,0.2676056338028169,1-2,Low,1,1,1,1,1,8,Medium,"Applicant statement: Need funds to purchase a commercial blast freezer for food preservation.
credit_score: 730
annual_income: 71000
loan_amount: 19000
loan_to_income_ratio: 0.268
number_of_dependents: 2
loan_purpose: Business
sentiment: Neutral"
L1615,50,Male,Accountant,104000,27000,Home,780,2,Refinancing a portion of the mortgage to free up capital for investment.,1,Positive,104000,0.25961538461538464,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Refinancing a portion of the mortgage to free up capital for investment.
credit_score: 780
annual_income: 104000
loan_amount: 27000
loan_to_income_ratio: 0.26
number_of_dependents: 2
loan_purpose: Home
sentiment: Positive"
L1616,25,Female,Receptionist,40000,8500,Personal,630,1,Helping my sibling cover urgent medical transport fees so they can keep their essential job.,0,Positive,40000,0.2125,1-2,High,0,3,1,1,2,14,High,"Applicant statement: Helping my sibling cover urgent medical transport fees so they can keep their essential job.
credit_score: 630
annual_income: 40000
loan_amount: 8500
loan_to_income_ratio: 0.212
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1617,55,Male,Engineer,168000,60000,Education,840,1,Sponsoring my child's entire final year of medical school tuition.,1,Positive,168000,0.35714285714285715,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Sponsoring my child's entire final year of medical school tuition.
credit_score: 840
annual_income: 168000
loan_amount: 60000
loan_to_income_ratio: 0.357
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1618,30,Female,Sales Clerk,44000,10500,Medical,625,0,I need this money for essential prescription refills that I've had to skip due to lack of funds. I am truly struggling.,0,Negative,44000,0.23863636363636365,0,High,2,3,1,0,1,14,High,"Applicant statement: I need this money for essential prescription refills that I've had to skip due to lack of funds. I am truly struggling.
credit_score: 625
annual_income: 44000
loan_amount: 10500
loan_to_income_ratio: 0.239
number_of_dependents: 0
loan_purpose: Medical
sentiment: Negative"
L1619,41,Male,Pilot,165000,44000,Business,822,1,Acquisition of advanced flight path optimization software.,1,Positive,165000,0.26666666666666666,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Acquisition of advanced flight path optimization software.
credit_score: 822
annual_income: 165000
loan_amount: 44000
loan_to_income_ratio: 0.267
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1620,68,Female,Retired,64000,8000,Personal,782,1,Covering costs for necessary home technology upgrades for remote communication.,1,Positive,64000,0.125,1-2,Low,0,0,0,1,2,3,Low,"Applicant statement: Covering costs for necessary home technology upgrades for remote communication.
credit_score: 782
annual_income: 64000
loan_amount: 8000
loan_to_income_ratio: 0.125
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1621,22,Male,Tutor,34000,5500,Education,590,1,Purchasing specialized advanced tutoring materials for high-level clients.,0,Positive,34000,0.16176470588235295,1-2,High,0,3,0,1,1,11,High,"Applicant statement: Purchasing specialized advanced tutoring materials for high-level clients.
credit_score: 590
annual_income: 34000
loan_amount: 5500
loan_to_income_ratio: 0.162
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1622,38,Female,Lawyer,140000,40000,Home,808,1,Funds needed to cover closing costs on a significant commercial property purchase.,1,Positive,140000,0.2857142857142857,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Funds needed to cover closing costs on a significant commercial property purchase.
credit_score: 808
annual_income: 140000
loan_amount: 40000
loan_to_income_ratio: 0.286
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1623,45,Male,Driver,52000,14000,Personal,595,3,My main work vehicle needs an immediate engine overhaul; I can't earn without it. I'm desperate for this loan.,0,Negative,52000,0.2692307692307692,3+,High,2,3,1,2,2,17,High,"Applicant statement: My main work vehicle needs an immediate engine overhaul; I can't earn without it. I'm desperate for this loan.
credit_score: 595
annual_income: 52000
loan_amount: 14000
loan_to_income_ratio: 0.269
number_of_dependents: 3
loan_purpose: Personal
sentiment: Negative"
L1624,52,Female,Doctor,225000,72000,Medical,852,1,Funding the purchase of a high-resolution digital pathology scanner.,1,Positive,225000,0.32,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Funding the purchase of a high-resolution digital pathology scanner.
credit_score: 852
annual_income: 225000
loan_amount: 72000
loan_to_income_ratio: 0.32
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1625,26,Male,Retail Manager,53000,17000,Business,682,2,Need capital for specialized display cases to showcase high-value items.,0,Neutral,53000,0.32075471698113206,1-2,Medium,1,2,1,1,1,11,High,"Applicant statement: Need capital for specialized display cases to showcase high-value items.
credit_score: 682
annual_income: 53000
loan_amount: 17000
loan_to_income_ratio: 0.321
number_of_dependents: 2
loan_purpose: Business
sentiment: Neutral"
L1626,60,Female,Accountant,108000,24000,Education,770,1,Paying off the final installment of my advanced certification debt.,1,Positive,108000,0.2222222222222222,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Paying off the final installment of my advanced certification debt.
credit_score: 770
annual_income: 108000
loan_amount: 24000
loan_to_income_ratio: 0.222
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1627,33,Male,Electrician,84000,21000,Home,715,1,Financing the replacement of the main electrical service panel for safety reasons.,1,Positive,84000,0.25,1-2,Low,0,1,1,1,0,6,Medium,"Applicant statement: Financing the replacement of the main electrical service panel for safety reasons.
credit_score: 715
annual_income: 84000
loan_amount: 21000
loan_to_income_ratio: 0.25
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1628,48,Female,Scientist,165000,46000,Business,825,1,Investment in proprietary robotic automation for lab processes.,1,Positive,165000,0.2787878787878788,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Investment in proprietary robotic automation for lab processes.
credit_score: 825
annual_income: 165000
loan_amount: 46000
loan_to_income_ratio: 0.279
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1629,21,Male,Dishwasher,25000,5000,Personal,528,0,"I have severe, unmanageable credit card debt and need this cash to stop the cycle of penalties. I feel hopeless.",0,Negative,25000,0.2,0,High,2,3,0,0,2,13,High,"Applicant statement: I have severe, unmanageable credit card debt and need this cash to stop the cycle of penalties. I feel hopeless.
credit_score: 528
annual_income: 25000
loan_amount: 5000
loan_to_income_ratio: 0.2
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1630,54,Female,Teacher,80000,19000,Medical,750,1,Covering costs for my spouse's specialized physical therapy program.,1,Neutral,80000,0.2375,1-2,Low,1,0,1,1,1,5,Medium,"Applicant statement: Covering costs for my spouse's specialized physical therapy program.
credit_score: 750
annual_income: 80000
loan_amount: 19000
loan_to_income_ratio: 0.238
number_of_dependents: 1
loan_purpose: Medical
sentiment: Neutral"
L1631,36,Male,Software Developer,135000,38000,Personal,805,1,Need liquidity to exercise stock options before the expiration date.,1,Positive,135000,0.2814814814814815,1-2,Low,0,0,1,1,2,5,Medium,"Applicant statement: Need liquidity to exercise stock options before the expiration date.
credit_score: 805
annual_income: 135000
loan_amount: 38000
loan_to_income_ratio: 0.281
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1632,44,Female,Manager,116000,29000,Home,782,1,Financing a major upgrade to the home's pool and surrounding hardscaping.,1,Positive,116000,0.25,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing a major upgrade to the home's pool and surrounding hardscaping.
credit_score: 782
annual_income: 116000
loan_amount: 29000
loan_to_income_ratio: 0.25
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1633,29,Male,Bartender,41000,9500,Education,620,0,"I need this for a mandatory safety deposit for a shared housing situation, but my income is unstable. I'm in a bind.",0,Negative,41000,0.23170731707317074,0,High,2,3,1,0,1,14,High,"Applicant statement: I need this for a mandatory safety deposit for a shared housing situation, but my income is unstable. I'm in a bind.
credit_score: 620
annual_income: 41000
loan_amount: 9500
loan_to_income_ratio: 0.232
number_of_dependents: 0
loan_purpose: Education
sentiment: Negative"
L1634,62,Female,Retired,78000,14000,Personal,795,1,Funding a significant upgrade to my home office technology suite.,1,Positive,78000,0.1794871794871795,1-2,Low,0,0,0,1,2,3,Low,"Applicant statement: Funding a significant upgrade to my home office technology suite.
credit_score: 795
annual_income: 78000
loan_amount: 14000
loan_to_income_ratio: 0.179
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1635,35,Male,Sales Manager,98000,25000,Business,740,1,Investment in a new CRM system for improved client management.,1,Positive,98000,0.25510204081632654,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Investment in a new CRM system for improved client management.
credit_score: 740
annual_income: 98000
loan_amount: 25000
loan_to_income_ratio: 0.255
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1636,24,Female,Clerk,34000,7000,Medical,605,0,I need this money for a critical dental consultation that I can't afford; I'm in pain and worried about complications.,0,Negative,34000,0.20588235294117646,0,High,2,3,1,0,1,14,High,"Applicant statement: I need this money for a critical dental consultation that I can't afford; I'm in pain and worried about complications.
credit_score: 605
annual_income: 34000
loan_amount: 7000
loan_to_income_ratio: 0.206
number_of_dependents: 0
loan_purpose: Medical
sentiment: Negative"
L1637,49,Male,Engineer,148000,50000,Home,820,1,"Securing financing for the construction of a large, energy-efficient guest house.",1,Positive,148000,0.33783783783783783,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Securing financing for the construction of a large, energy-efficient guest house.
credit_score: 820
annual_income: 148000
loan_amount: 50000
loan_to_income_ratio: 0.338
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1638,57,Female,HR Director,130000,34000,Education,802,1,Sponsoring travel and lodging for an important industry leadership retreat.,1,Positive,130000,0.26153846153846155,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Sponsoring travel and lodging for an important industry leadership retreat.
credit_score: 802
annual_income: 130000
loan_amount: 34000
loan_to_income_ratio: 0.262
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1639,32,Male,Truck Driver,76000,19000,Personal,678,3,"Need funds to cover unexpected, high-cost repairs to my trailer's suspension system.",0,Negative,76000,0.25,3+,Medium,2,2,1,2,2,14,High,"Applicant statement: Need funds to cover unexpected, high-cost repairs to my trailer's suspension system.
credit_score: 678
annual_income: 76000
loan_amount: 19000
loan_to_income_ratio: 0.25
number_of_dependents: 3
loan_purpose: Personal
sentiment: Negative"
L1640,46,Female,Nurse,91000,22000,Medical,752,1,Funding specialized certification in pediatric oncology nursing.,1,Positive,91000,0.24175824175824176,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Funding specialized certification in pediatric oncology nursing.
credit_score: 752
annual_income: 91000
loan_amount: 22000
loan_to_income_ratio: 0.242
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1641,20,Male,Security Guard,29000,5000,Education,545,0,"I need this money to pay for my final required certification exam, or I can't get the job I was offered. I am desperate for this opportunity.",0,Negative,29000,0.1724137931034483,0,High,2,3,0,0,1,12,High,"Applicant statement: I need this money to pay for my final required certification exam, or I can't get the job I was offered. I am desperate for this opportunity.
credit_score: 545
annual_income: 29000
loan_amount: 5000
loan_to_income_ratio: 0.172
number_of_dependents: 0
loan_purpose: Education
sentiment: Negative"
L1642,64,Female,Professor,122000,17000,Business,798,1,Small capital needed to host a specialized visiting researcher for three months.,1,Neutral,122000,0.13934426229508196,1-2,Low,1,0,0,1,1,3,Low,"Applicant statement: Small capital needed to host a specialized visiting researcher for three months.
credit_score: 798
annual_income: 122000
loan_amount: 17000
loan_to_income_ratio: 0.139
number_of_dependents: 1
loan_purpose: Business
sentiment: Neutral"
L1643,39,Male,Mechanic,70000,19000,Home,700,3,Emergency replacement of the main electrical breaker panel due to age and corrosion.,0,Negative,70000,0.2714285714285714,3+,Low,2,1,1,2,0,9,High,"Applicant statement: Emergency replacement of the main electrical breaker panel due to age and corrosion.
credit_score: 700
annual_income: 70000
loan_amount: 19000
loan_to_income_ratio: 0.271
number_of_dependents: 3
loan_purpose: Home
sentiment: Negative"
L1644,47,Female,Accountant,106000,28000,Education,780,1,Financing advanced training in cryptocurrency tax law compliance.,1,Positive,106000,0.2641509433962264,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Financing advanced training in cryptocurrency tax law compliance.
credit_score: 780
annual_income: 106000
loan_amount: 28000
loan_to_income_ratio: 0.264
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1645,27,Male,Warehouse Associate,43000,10500,Personal,615,2,Need to clear a high-interest credit card debt before the interest compounds further. Trying to get back on track.,0,Negative,43000,0.2441860465116279,1-2,High,2,3,1,1,2,16,High,"Applicant statement: Need to clear a high-interest credit card debt before the interest compounds further. Trying to get back on track.
credit_score: 615
annual_income: 43000
loan_amount: 10500
loan_to_income_ratio: 0.244
number_of_dependents: 2
loan_purpose: Personal
sentiment: Negative"
L1646,51,Female,Executive,200000,55000,Home,845,1,Securing financing for the down payment on a high-potential commercial land purchase.,1,Positive,200000,0.275,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Securing financing for the down payment on a high-potential commercial land purchase.
credit_score: 845
annual_income: 200000
loan_amount: 55000
loan_to_income_ratio: 0.275
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1647,34,Male,Data Entry Clerk,47000,9000,Education,645,1,Paying for a professional certification in advanced database management.,0,Positive,47000,0.19148936170212766,1-2,High,0,3,0,1,1,11,High,"Applicant statement: Paying for a professional certification in advanced database management.
credit_score: 645
annual_income: 47000
loan_amount: 9000
loan_to_income_ratio: 0.191
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1648,59,Female,Manager,124000,30000,Business,790,1,Acquisition of advanced supply chain logistics software.,1,Positive,124000,0.24193548387096775,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Acquisition of advanced supply chain logistics software.
credit_score: 790
annual_income: 124000
loan_amount: 30000
loan_to_income_ratio: 0.242
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1649,23,Male,Waiter,32000,7000,Personal,585,1,"Need funds to cover moving expenses and deposits for a new, better apartment located closer to my restaurant job.",0,Positive,32000,0.21875,1-2,High,0,3,1,1,2,14,High,"Applicant statement: Need funds to cover moving expenses and deposits for a new, better apartment located closer to my restaurant job.
credit_score: 585
annual_income: 32000
loan_amount: 7000
loan_to_income_ratio: 0.219
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1650,42,Female,Librarian,61000,15000,Medical,730,2,Covering costs for specialized physical therapy for an ongoing mobility issue.,1,Negative,61000,0.2459016393442623,1-2,Low,2,1,1,1,1,9,High,"Applicant statement: Covering costs for specialized physical therapy for an ongoing mobility issue.
credit_score: 730
annual_income: 61000
loan_amount: 15000
loan_to_income_ratio: 0.246
number_of_dependents: 2
loan_purpose: Medical
sentiment: Negative"
L1651,46,Male,Sales Director,120000,37000,Home,812,1,"Financing the installation of a high-efficiency, multi-zone HVAC system.",1,Positive,120000,0.30833333333333335,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing the installation of a high-efficiency, multi-zone HVAC system.
credit_score: 812
annual_income: 120000
loan_amount: 37000
loan_to_income_ratio: 0.308
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1652,31,Female,Nurse,77000,17000,Education,755,1,Paying for advanced leadership workshops in nursing management.,1,Positive,77000,0.22077922077922077,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Paying for advanced leadership workshops in nursing management.
credit_score: 755
annual_income: 77000
loan_amount: 17000
loan_to_income_ratio: 0.221
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1653,53,Male,Scientist,170000,48000,Business,828,1,Purchasing new microscopy and cell analysis equipment.,1,Positive,170000,0.2823529411764706,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Purchasing new microscopy and cell analysis equipment.
credit_score: 828
annual_income: 170000
loan_amount: 48000
loan_to_income_ratio: 0.282
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1654,28,Female,Graphic Designer,70000,16000,Personal,705,2,Need funds to cover attorney fees related to a complex freelance contract negotiation.,1,Negative,70000,0.22857142857142856,1-2,Low,2,1,1,1,2,10,High,"Applicant statement: Need funds to cover attorney fees related to a complex freelance contract negotiation.
credit_score: 705
annual_income: 70000
loan_amount: 16000
loan_to_income_ratio: 0.229
number_of_dependents: 2
loan_purpose: Personal
sentiment: Negative"
L1655,66,Male,Retired,82000,11000,Medical,815,1,Covering costs for annual comprehensive health screening package.,1,Positive,82000,0.13414634146341464,1-2,Low,0,0,0,1,1,2,Low,"Applicant statement: Covering costs for annual comprehensive health screening package.
credit_score: 815
annual_income: 82000
loan_amount: 11000
loan_to_income_ratio: 0.134
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1656,37,Female,Teacher,72000,20000,Education,740,1,Funding a specialized summer institute focused on curriculum innovation.,1,Positive,72000,0.2777777777777778,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Funding a specialized summer institute focused on curriculum innovation.
credit_score: 740
annual_income: 72000
loan_amount: 20000
loan_to_income_ratio: 0.278
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1657,40,Male,Accountant,101000,25000,Home,770,2,Need funds for emergency restoration of a collapsed section of the retaining wall.,0,Negative,101000,0.24752475247524752,1-2,Low,2,0,1,1,0,5,Medium,"Applicant statement: Need funds for emergency restoration of a collapsed section of the retaining wall.
credit_score: 770
annual_income: 101000
loan_amount: 25000
loan_to_income_ratio: 0.248
number_of_dependents: 2
loan_purpose: Home
sentiment: Negative"
L1658,22,Female,Receptionist,37000,6000,Personal,598,0,I am facing utility shutoff due to overdue bills and desperately need this cash to keep the power on. I feel trapped.,0,Negative,37000,0.16216216216216217,0,High,2,3,0,0,2,13,High,"Applicant statement: I am facing utility shutoff due to overdue bills and desperately need this cash to keep the power on. I feel trapped.
credit_score: 598
annual_income: 37000
loan_amount: 6000
loan_to_income_ratio: 0.162
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1659,50,Male,Engineer,145000,46000,Business,815,1,Acquisition of a proprietary system for structural integrity monitoring.,1,Positive,145000,0.31724137931034485,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Acquisition of a proprietary system for structural integrity monitoring.
credit_score: 815
annual_income: 145000
loan_amount: 46000
loan_to_income_ratio: 0.317
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1660,45,Female,HR Manager,108000,22000,Education,780,1,Sponsoring employee attendance at a major national HR compliance conference.,1,Positive,108000,0.2037037037037037,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Sponsoring employee attendance at a major national HR compliance conference.
credit_score: 780
annual_income: 108000
loan_amount: 22000
loan_to_income_ratio: 0.204
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1661,33,Male,Construction Worker,62000,18000,Personal,650,3,"Need funds to cover unexpected, high material costs on a custom home build.",0,Negative,62000,0.2903225806451613,3+,Medium,2,2,1,2,2,14,High,"Applicant statement: Need funds to cover unexpected, high material costs on a custom home build.
credit_score: 650
annual_income: 62000
loan_amount: 18000
loan_to_income_ratio: 0.29
number_of_dependents: 3
loan_purpose: Personal
sentiment: Negative"
L1662,58,Female,Administrator,92000,20000,Medical,765,2,Covering costs for an extended rehabilitation program following minor surgery.,1,Neutral,92000,0.21739130434782608,1-2,Low,1,0,1,1,1,5,Medium,"Applicant statement: Covering costs for an extended rehabilitation program following minor surgery.
credit_score: 765
annual_income: 92000
loan_amount: 20000
loan_to_income_ratio: 0.217
number_of_dependents: 2
loan_purpose: Medical
sentiment: Neutral"
L1663,25,Male,Electrician Apprentice,44000,14000,Business,640,0,I took a large risk on ordering specialized inventory that hasn't sold yet; I need this to cover overhead. I feel really nervous.,0,Negative,44000,0.3181818181818182,0,High,2,3,1,0,1,14,High,"Applicant statement: I took a large risk on ordering specialized inventory that hasn't sold yet; I need this to cover overhead. I feel really nervous.
credit_score: 640
annual_income: 44000
loan_amount: 14000
loan_to_income_ratio: 0.318
number_of_dependents: 0
loan_purpose: Business
sentiment: Negative"
L1664,48,Female,Doctor,240000,75000,Home,860,1,"Financing the installation of a high-end, commercial-grade exterior lighting and security system.",1,Positive,240000,0.3125,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing the installation of a high-end, commercial-grade exterior lighting and security system.
credit_score: 860
annual_income: 240000
loan_amount: 75000
loan_to_income_ratio: 0.312
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1665,30,Male,Software Engineer,128000,36000,Education,798,1,Aggressively paying off the final segment of my software development master's degree.,1,Positive,128000,0.28125,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Aggressively paying off the final segment of my software development master's degree.
credit_score: 798
annual_income: 128000
loan_amount: 36000
loan_to_income_ratio: 0.281
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1666,61,Female,Retired,60000,9000,Personal,775,1,Funding a trip to visit family overseas for an extended period.,1,Positive,60000,0.15,1-2,Low,0,0,0,1,2,3,Low,"Applicant statement: Funding a trip to visit family overseas for an extended period.
credit_score: 775
annual_income: 60000
loan_amount: 9000
loan_to_income_ratio: 0.15
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1667,21,Male,Security Guard,30000,6500,Personal,555,0,I have accumulated significant debt from a co-signed loan that went bad; I need this cash to avoid immediate default. I am completely desperate.,0,Negative,30000,0.21666666666666667,0,High,2,3,1,0,2,15,High,"Applicant statement: I have accumulated significant debt from a co-signed loan that went bad; I need this cash to avoid immediate default. I am completely desperate.
credit_score: 555
annual_income: 30000
loan_amount: 6500
loan_to_income_ratio: 0.217
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1668,44,Female,Teacher,82000,19000,Medical,755,1,Covering costs for my child's specialized academic support services.,1,Positive,82000,0.23170731707317074,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Covering costs for my child's specialized academic support services.
credit_score: 755
annual_income: 82000
loan_amount: 19000
loan_to_income_ratio: 0.232
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1669,38,Male,Truck Driver,86000,23000,Home,680,3,Need funds for emergency replacement of the entire roof structure due to sudden hail damage.,0,Negative,86000,0.26744186046511625,3+,Medium,2,2,1,2,0,12,High,"Applicant statement: Need funds for emergency replacement of the entire roof structure due to sudden hail damage.
credit_score: 680
annual_income: 86000
loan_amount: 23000
loan_to_income_ratio: 0.267
number_of_dependents: 3
loan_purpose: Home
sentiment: Negative"
L1670,52,Female,Financial Analyst,165000,44000,Business,822,1,Investment in a high-growth emerging market equity portfolio.,1,Positive,165000,0.26666666666666666,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Investment in a high-growth emerging market equity portfolio.
credit_score: 822
annual_income: 165000
loan_amount: 44000
loan_to_income_ratio: 0.267
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1671,28,Male,Photographer,51000,11500,Education,665,1,Purchasing specialized drone photography equipment for aerial mapping contracts.,0,Positive,51000,0.22549019607843138,1-2,Medium,0,2,1,1,1,10,High,"Applicant statement: Purchasing specialized drone photography equipment for aerial mapping contracts.
credit_score: 665
annual_income: 51000
loan_amount: 11500
loan_to_income_ratio: 0.225
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1672,55,Female,Manager,118000,26000,Personal,800,1,"Funding a significant, high-value investment in rare collectibles.",1,Positive,118000,0.22033898305084745,1-2,Low,0,0,1,1,2,5,Medium,"Applicant statement: Funding a significant, high-value investment in rare collectibles.
credit_score: 800
annual_income: 118000
loan_amount: 26000
loan_to_income_ratio: 0.22
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1673,32,Male,Carpenter,67000,17000,Home,700,2,"Replacing old, inefficient exterior fencing with durable, modern materials.",1,Positive,67000,0.2537313432835821,1-2,Low,0,1,1,1,0,6,Medium,"Applicant statement: Replacing old, inefficient exterior fencing with durable, modern materials.
credit_score: 700
annual_income: 67000
loan_amount: 17000
loan_to_income_ratio: 0.254
number_of_dependents: 2
loan_purpose: Home
sentiment: Positive"
L1674,49,Female,Nurse,100000,25000,Medical,772,1,Financing advanced certification in pediatric critical care management.,1,Positive,100000,0.25,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Financing advanced certification in pediatric critical care management.
credit_score: 772
annual_income: 100000
loan_amount: 25000
loan_to_income_ratio: 0.25
number_of_dependents: 1
loan_purpose: Medical
sentiment: Positive"
L1675,24,Male,Fast Food Worker,28000,4500,Personal,555,0,I need this money urgently to cover overdue utility bills; I risk losing heat. I am completely out of options.,0,Negative,28000,0.16071428571428573,0,High,2,3,0,0,2,13,High,"Applicant statement: I need this money urgently to cover overdue utility bills; I risk losing heat. I am completely out of options.
credit_score: 555
annual_income: 28000
loan_amount: 4500
loan_to_income_ratio: 0.161
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1676,60,Female,Librarian,71000,13000,Education,758,1,Funding a major book acquisition for the local public library system.,1,Positive,71000,0.18309859154929578,1-2,Low,0,0,0,1,1,2,Low,"Applicant statement: Funding a major book acquisition for the local public library system.
credit_score: 758
annual_income: 71000
loan_amount: 13000
loan_to_income_ratio: 0.183
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1677,36,Male,Sales Representative,90000,22000,Business,730,1,Need capital for upgrading our entire telecommunications infrastructure.,1,Positive,90000,0.24444444444444444,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Need capital for upgrading our entire telecommunications infrastructure.
credit_score: 730
annual_income: 90000
loan_amount: 22000
loan_to_income_ratio: 0.244
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1678,41,Female,Accountant,104000,27000,Home,780,2,Financing a major upgrade to the home's security and smart access systems.,1,Positive,104000,0.25961538461538464,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Financing a major upgrade to the home's security and smart access systems.
credit_score: 780
annual_income: 104000
loan_amount: 27000
loan_to_income_ratio: 0.26
number_of_dependents: 2
loan_purpose: Home
sentiment: Positive"
